seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,final_behavior_risk_score,fraud_label
intermediate,42,80,52.3,Subscribe,0,26.15,5,11.24,37.53,-1.01,0,0,0,0,0,1,2,3.4,7.5,0,1.9,0,0
experienced,295,562,74.4,Like,0,22.18,5,6.69,16.54,0.84,0,0,0,0,0,1,1,1.7,3.1,0,0.3,3.5,0
intermediate,60,36,62.3,Follow,0,31.53,5,16.57,14.56,1.02,0,0,0,0,0,1,14,3.8,54.8,0,19.1,3.3,0
new,1,0,49.6,Like,0,20.24,5,12.8,23.64,-0.27,0,0,0,0,0,1,1,5.1,1.6,0,6.8,1.0,0
experienced,304,550,61.9,Like,0,21.46,5,10.56,19.44,0.19,0,0,0,0,0,9,1,59.4,3.6,0,40.7,3.8,0
intermediate,75,32,56.6,Subscribe,1,52.82,5,20.27,39.48,0.66,0,0,35,0,0,1,1,6.1,0.2,0,6.5,9.0,0
veteran,531,4298,73.9,Comment,0,78.03,5,15.88,100.31,-1.4,0,0,0,0,0,1,2,4.7,7.4,0,9.1,0.6,0
intermediate,23,21,36.6,Comment,0,119.72,35,9.97,85.57,3.42,35,0,0,0,0,2,1,13.5,0.9,0,6.3,13.9,1
veteran,486,1681,78.4,Follow,1,31.5,5,15.23,31.8,-0.02,0,0,35,1,0,1,2,1.2,8.6,0,5.2,13.8,0
veteran,563,2906,82.9,Subscribe,0,29.65,5,18.31,21.3,0.46,0,0,0,0,0,6,1,38.7,2.9,0,25.4,1.2,0
experienced,139,358,71.7,Subscribe,0,53.04,35,5.06,18.12,6.9,35,0,0,0,0,1,11,2.6,40.4,0,13.7,11.7,0
new,7,4,54.3,Like,0,10.74,5,13.43,19.06,-0.62,0,0,0,0,0,1,1,6.3,6.0,0,4.6,0,0
new,9,5,34.3,Comment,0,13.26,35,10.75,121.56,-10.08,35,0,0,0,0,13,18,70,60,0,69.0,12.7,0
new,13,4,56.1,Comment,0,8.66,35,21.42,125.97,-5.48,35,0,0,0,0,1,2,6.4,10.7,0,6.5,15.5,0
veteran,873,2883,61.4,Like,0,8.03,5,16.86,13.77,-0.34,0,0,0,0,0,8,1,51.0,1.8,0,30.0,3.8,0
intermediate,30,31,55.7,Like,0,2.78,35,11.14,15.5,-1.14,15,0,0,0,0,8,6,52.4,28.0,0,43.3,8.6,1
intermediate,52,28,76.6,Subscribe,0,47.34,5,14.25,42.53,0.34,0,0,0,0,0,1,8,1.5,32.4,0,9.1,0.7,0
veteran,814,1142,27.4,Follow,1,2.14,35,8.44,20.43,-2.17,15,15,25,1,1,13,7,70,26.5,0,53.3,40.8,0
experienced,314,716,52.3,Like,0,18.67,5,1.85,20.07,-0.76,0,35,0,0,1,1,1,0.5,2.1,0,2.6,20.1,1
veteran,808,2573,78.9,Like,0,19.15,5,9.81,15.44,0.38,0,0,0,0,0,1,2,1.3,5.3,0,6.4,3.4,0
new,3,5,53.0,Subscribe,0,61.11,5,17.42,69.7,-0.49,0,0,0,0,0,1,1,2.6,7.1,0,2.1,0,0
intermediate,71,77,65.1,Like,0,13.04,5,14.08,25.73,-0.9,0,0,0,0,0,1,1,2.9,2.5,0,0,2.7,0
experienced,171,718,58.9,Like,0,2.78,35,11.17,7.93,-0.46,15,0,0,0,0,15,8,70,29.0,70,53.2,21.1,1
experienced,295,333,32.2,Comment,0,7.87,35,10.89,34.01,-2.4,15,15,25,1,1,13,9,70,32.7,0,59.3,38.8,1
intermediate,37,64,63.0,Follow,0,30.57,5,19.63,18.2,0.63,0,0,0,0,0,5,1,28.1,0.5,0,22.4,0,0
new,6,2,60.4,Like,0,19.9,5,6.68,8.76,1.67,0,0,0,0,0,2,2,8.7,10.5,0,6.4,0,0
veteran,368,1440,77.8,Like,0,3.51,15,7.02,21.23,-2.52,15,0,0,0,0,1,1,1.9,6.2,0,3.9,6.9,0
experienced,152,909,40.9,Subscribe,1,53.93,15,5.98,39.5,2.41,15,0,25,1,0,1,1,0.1,6.8,0,1.0,21.9,1
intermediate,51,9,60.8,Like,0,9.91,5,19.1,7.88,0.11,0,0,0,0,0,1,1,2.6,7.6,0,2.1,1.4,0
experienced,145,877,60.1,Like,0,2.53,35,11.4,8.59,-0.53,15,0,0,0,0,1,1,1.0,5.1,0,0,9.7,0
veteran,513,3072,63.3,Comment,0,10.1,35,17.03,102.42,-5.42,35,0,0,0,0,1,1,5.4,0.4,0,6.2,14.1,0
experienced,179,479,29.9,Subscribe,1,30.08,35,4.01,48.96,-4.71,35,0,25,0,0,1,1,3.0,3.3,0,4.6,18.9,0
intermediate,51,79,62.2,Like,0,24.52,5,1.55,23.76,0.49,0,35,0,0,1,1,1,1.9,0.3,0,0.4,21.5,0
new,12,1,66.1,Follow,0,34.84,5,21.93,11.44,1.07,0,0,0,0,0,2,3,10.9,11.9,0,9.3,0.7,0
veteran,737,3008,74.2,Subscribe,0,53.56,5,6.13,47.11,1.05,0,0,0,0,0,8,1,52.5,4.6,0,34.3,1.4,0
veteran,851,3110,74.5,Subscribe,0,25.62,5,20.7,48.21,-1.09,0,0,0,0,0,4,1,25.3,3.0,0,18.4,2.2,0
experienced,174,223,40.5,Comment,1,49.79,35,5.49,85.66,-6.53,35,0,35,0,0,1,2,0.9,5.6,0,4.5,20.8,1
intermediate,32,71,36.4,Like,0,19.53,5,12.95,24.68,-0.4,0,0,0,0,0,1,6,3.9,22.9,0,13.9,0.6,0
new,3,2,51.9,Comment,0,106.31,15,21.89,59.4,2.14,15,0,0,0,0,1,1,0.5,5.9,0,0,7.2,0
veteran,417,4640,76.2,Comment,0,8.85,35,21.27,95.79,-4.09,35,0,0,0,0,1,1,5.3,5.7,0,2.2,11.4,1
intermediate,74,77,46.7,Subscribe,0,44.58,35,5.53,18.95,4.64,35,0,0,0,0,1,1,4.3,2.8,0,1.6,15.5,0
experienced,157,218,60.9,Follow,0,22.97,5,17.76,20.77,0.12,0,0,0,0,0,1,1,1.8,3.6,0,1.1,0,0
intermediate,27,42,53.2,Subscribe,0,51.18,5,0.72,51.99,-1.13,0,35,0,0,1,1,2,3.7,8.3,0,5.4,22.1,1
experienced,217,458,74.5,Subscribe,0,53.88,5,9.6,60.35,-0.67,0,0,0,0,0,1,10,4.0,43.6,0,20.5,0,0
intermediate,55,45,58.7,Like,0,19.97,5,16.83,24.5,-0.27,0,0,0,0,0,1,3,2.9,15.9,0,8.6,3.0,0
intermediate,68,16,50.2,Comment,1,96.08,15,9.86,118.91,-2.31,15,0,35,0,0,1,1,5.5,1.1,0,7.7,15.7,1
experienced,326,299,67.3,Like,0,19.47,5,6.48,18.79,0.1,0,0,0,0,0,7,3,46.1,15.1,0,34.1,1.6,0
experienced,336,648,68.9,Comment,0,47.14,5,0.4,46.49,1.65,0,35,0,0,1,1,2,0.7,6.0,0,2.6,19.7,1
experienced,256,681,71.8,Like,0,20.83,5,14.49,12.34,0.59,0,0,0,0,0,1,1,3.1,5.1,0,6.1,0,0
experienced,271,608,80.2,Subscribe,0,49.65,5,8.91,66.16,-1.85,0,0,0,0,0,1,1,4.5,7.0,0,7.1,0.6,0
veteran,569,4496,60.0,Subscribe,0,25.59,35,6.07,71.18,-7.51,35,0,0,0,0,6,1,37.3,1.4,0,22.5,12.2,0
new,7,2,51.1,Comment,0,53.08,35,12.96,99.82,-3.61,35,0,0,0,0,2,2,7.9,10.4,0,10.9,13.9,1
experienced,315,694,46.4,Like,0,9.28,5,20.42,7.22,0.1,0,0,0,0,0,8,2,55.1,4.2,0,39.6,2.2,0
veteran,768,4635,86.7,Subscribe,0,57.46,5,17.73,40.06,0.98,0,0,0,0,0,1,1,5.9,7.3,0,3.1,3.9,0
experienced,216,882,80.6,Comment,0,99.36,35,6.77,36.57,9.28,35,0,0,0,0,1,3,6.4,11.0,0,5.2,14.2,0
intermediate,16,66,72.7,Comment,0,91.2,5,17.43,107.81,-0.95,0,0,0,0,0,1,1,4.6,2.4,70,3.5,11.2,0
experienced,136,347,46.3,Follow,0,4.95,15,14.93,28.5,-1.58,15,15,25,1,1,13,18,70,60,0,65.7,35.6,1
experienced,296,303,87.5,Subscribe,0,37.55,5,11.09,21.3,1.47,0,0,0,0,0,1,1,6.9,2.9,0,2.1,0.9,0
veteran,879,1443,68.2,Like,0,22.68,5,10.55,22.24,0.04,0,0,0,0,0,2,11,12.2,47.9,0,25.8,0.4,0
veteran,690,3379,48.2,Follow,1,5.15,15,12.29,21.67,-1.34,15,0,25,0,0,8,9,51.1,36.7,70,47.8,23.1,0
new,13,3,44.9,Follow,0,16.99,5,14.33,28.99,-0.84,0,0,0,0,0,1,1,6.9,3.1,0,6.1,0,1
veteran,660,1311,82.7,Comment,0,98.06,5,16.48,79.94,1.1,0,0,0,0,0,2,1,8.2,5.0,0,6.1,0.4,0
experienced,277,425,75.6,Comment,0,66.33,15,7.96,47.23,2.4,15,0,0,0,0,2,1,9.3,3.9,0,3.6,5.6,1
experienced,181,703,76.7,Follow,0,15.31,5,10.42,32.89,-1.69,0,0,0,0,0,9,1,60.3,0.8,0,41.3,3.1,0
veteran,786,3156,77.6,Comment,0,11.02,35,12.98,116.97,-8.16,35,0,0,0,0,1,1,3.2,1.2,0,2.7,11.1,0
new,11,5,10.1,Subscribe,1,5.36,35,20.82,47.23,-2.01,15,0,35,1,0,9,15,58.2,60,0,57.6,24.9,1
experienced,342,904,88.3,Comment,0,85.0,15,11.83,56.99,2.37,15,0,0,0,0,1,2,5.1,11.6,0,6.4,7.7,0
veteran,605,2231,97.9,Follow,0,21.39,5,17.39,23.06,-0.1,0,0,0,0,0,1,3,4.0,14.9,0,5.1,0,0
intermediate,42,68,9.2,Subscribe,1,4.96,35,15.5,47.39,-2.74,15,15,25,1,1,8,4,51.3,13.3,0,38.8,39.7,1
intermediate,24,40,46.0,Comment,0,118.0,15,12.12,90.54,2.27,15,0,0,0,0,6,1,39.0,6.0,0,30.9,6.6,1
veteran,603,2593,75.1,Comment,0,79.94,15,11.94,52.1,2.33,15,0,0,0,0,1,11,5.6,44.0,0,19.8,8.4,0
intermediate,83,38,72.6,Follow,0,4.68,15,18.27,18.11,-0.74,15,0,0,0,0,1,2,1.7,8.5,0,1.5,5.9,0
intermediate,43,70,57.4,Follow,0,32.76,5,10.65,23.41,0.88,0,0,0,0,0,1,2,4.3,11.4,0,8.9,1.1,0
intermediate,38,11,55.1,Follow,0,25.55,15,5.08,11.59,2.75,15,0,0,0,0,5,1,33.2,3.5,0,21.8,4.7,0
experienced,185,378,60.5,Follow,0,21.86,5,2.46,22.8,-0.38,0,35,0,0,1,1,3,6.4,14.2,0,11.2,18.5,0
experienced,332,402,82.8,Subscribe,0,20.91,15,16.07,61.93,-2.55,15,0,0,0,0,1,2,3.5,9.8,0,2.7,3.0,0
experienced,349,748,76.9,Subscribe,0,6.81,35,16.63,25.83,-1.14,15,0,0,0,0,1,2,3.0,4.4,0,6.9,11.5,0
veteran,787,1112,82.9,Comment,0,77.78,5,21.92,97.56,-0.9,0,0,0,0,0,1,9,6.8,38.3,0,19.9,0.0,0
veteran,775,1644,91.8,Comment,0,117.52,5,17.13,121.42,-0.23,0,0,0,0,0,8,1,49.6,7.4,0,35.7,2.4,0
new,8,1,42.4,Comment,0,13.95,35,4.28,70.27,-13.15,35,0,0,0,0,1,2,3.0,5.0,0,3.3,14.5,0
intermediate,55,76,4.9,Comment,1,17.11,35,18.16,119.87,-5.66,35,0,35,0,0,10,14,63.2,56.0,70,60.7,30.7,1
new,2,3,43.2,Comment,0,37.83,35,21.02,118.98,-3.86,35,0,0,0,0,1,1,0.2,0.7,0,0,14.6,0
experienced,253,478,77.9,Follow,0,31.04,5,18.06,26.11,0.27,0,0,0,0,0,1,2,3.6,6.7,0,4.3,1.6,0
new,4,0,42.8,Follow,0,32.03,15,8.34,13.66,2.2,15,0,0,0,0,1,1,0.2,7.7,0,1.8,5.4,0
veteran,801,4189,60.3,Follow,0,3.93,35,6.23,25.09,-3.4,35,0,25,1,0,6,12,37.8,46.7,70,40.2,36.0,1
intermediate,15,46,60.0,Subscribe,1,39.89,5,16.04,58.51,-1.16,0,0,25,1,0,2,1,13.8,2.3,0,7.2,13.2,1
experienced,348,379,69.4,Follow,0,2.02,35,15.33,32.52,-1.99,15,0,0,0,0,1,1,0.8,6.3,0,0,10.8,0
intermediate,63,7,45.2,Follow,1,30.91,5,17.8,14.09,0.94,0,0,25,0,0,1,1,4.4,7.8,0,2.3,7.2,1
experienced,245,115,87.1,Subscribe,0,48.18,5,6.48,47.62,0.09,0,0,0,0,0,1,2,4.0,9.5,0,9.3,1.9,0
experienced,350,122,89.9,Comment,0,52.95,5,15.8,54.14,-0.08,0,0,0,0,0,1,1,1.0,1.3,0,0.0,3.7,0
intermediate,23,43,75.5,Follow,0,26.88,5,8.69,29.3,-0.28,0,0,0,0,0,2,1,12.8,3.3,0,11.1,0,0
intermediate,85,8,50.1,Subscribe,0,44.76,5,20.24,70.05,-1.25,0,0,0,0,0,1,2,2.9,9.1,0,7.8,0,0
intermediate,89,70,80.3,Comment,0,36.18,5,12.96,52.68,-1.27,0,0,0,0,0,1,3,6.2,15.8,0,13.2,0,0
experienced,146,776,53.6,Subscribe,0,37.15,15,4.98,23.13,2.81,15,0,0,0,0,1,2,2.7,5.2,0,3.1,8.2,0
experienced,347,544,66.9,Comment,0,99.25,5,6.91,108.91,-1.4,0,0,0,0,0,2,1,10.5,6.0,0,9.6,0,1
intermediate,44,34,43.6,Comment,0,114.29,35,12.93,65.35,3.79,35,0,0,0,0,1,1,2.7,7.5,0,1.0,15.6,0
intermediate,48,39,62.4,Subscribe,0,32.78,5,11.74,37.79,-0.43,0,0,0,0,0,1,1,5.2,1.1,70,7.0,13.1,0
veteran,840,3285,70.2,Like,0,15.29,5,12.73,19.28,-0.31,0,0,0,0,0,1,1,3.8,1.5,0,1.0,0.2,0
experienced,92,802,72.8,Comment,0,61.43,5,16.17,59.77,0.1,0,0,0,0,0,1,2,1.9,10.4,70,4.3,10.4,0
new,8,1,47.4,Like,0,3.86,15,16.96,26.38,-1.33,15,0,0,0,0,1,1,0.9,5.5,0,1.2,6.5,0
veteran,858,2390,17.7,Subscribe,1,8.11,15,13.74,39.51,-2.28,15,15,35,1,1,11,18,70,60,70,69.9,43.7,1
experienced,144,831,74.0,Follow,0,22.38,5,12.46,15.0,0.59,0,0,0,0,0,4,1,23.9,3.6,0,20.1,0,0
new,9,5,59.6,Like,0,15.59,5,13.67,22.68,-0.52,0,0,0,0,0,1,2,4.1,5.2,0,5.1,1.9,0
experienced,344,241,84.0,Comment,0,69.28,15,17.5,114.84,-2.6,15,0,0,0,0,1,2,4.2,11.0,0,9.9,5.4,0
veteran,398,1784,72.5,Follow,0,5.53,15,16.84,14.22,-0.52,15,0,0,0,0,2,1,11.2,2.7,0,6.6,6.3,0
experienced,140,605,52.8,Like,0,21.9,5,9.03,15.28,0.73,0,0,0,0,0,1,1,3.8,6.9,0,7.8,1.4,0
veteran,439,1452,81.1,Subscribe,0,30.84,5,16.03,59.46,-1.79,0,0,0,0,0,1,2,2.5,6.0,0,6.2,0,0
experienced,184,322,81.1,Like,0,8.64,5,9.21,14.37,-0.62,0,0,0,0,0,1,2,4.6,10.5,0,5.1,0,0
new,13,3,62.5,Follow,0,17.63,5,18.26,13.55,0.22,0,0,0,0,0,1,1,0.5,4.2,0,0,1.1,0
experienced,359,146,53.4,Like,0,14.01,5,12.6,27.48,-1.07,0,0,0,0,0,9,3,59.7,11.3,0,41.8,0,0
intermediate,20,62,55.5,Follow,1,24.09,5,7.53,23.85,0.03,0,0,25,1,0,2,1,9.0,1.6,0,2.5,16.3,0
veteran,859,1030,84.1,Comment,0,12.14,35,20.84,130.49,-5.68,35,0,0,0,0,1,1,4.6,5.0,0,6.4,14.7,1
experienced,260,259,54.5,Follow,0,15.11,15,7.73,32.54,-2.25,15,0,0,0,0,1,1,6.7,2.6,0,1.6,7.0,0
experienced,279,379,58.4,Subscribe,0,54.74,5,1.09,55.43,-0.64,0,35,0,0,1,1,1,5.7,6.6,0,6.6,18.9,0
experienced,270,449,83.9,Follow,0,3.14,35,15.67,28.79,-1.64,15,0,0,0,0,2,1,10.8,2.9,0,4.1,12.5,0
veteran,484,2818,82.3,Like,0,21.49,5,19.82,9.13,0.62,0,0,0,0,0,9,1,60.1,4.0,0,38.7,0,0
experienced,150,130,50.7,Comment,0,87.54,15,5.63,72.27,2.71,15,0,0,0,0,4,3,27.4,10.6,0,17.6,4.0,1
experienced,197,160,45.4,Like,1,2.44,35,6.35,22.29,-3.13,35,0,25,1,0,6,7,35.8,24.8,70,28.4,35.2,1
new,14,5,45.7,Comment,0,91.6,35,5.98,65.11,4.43,35,0,0,0,0,1,1,0.5,7.2,0,0,15.5,0
experienced,171,902,57.8,Follow,1,14.0,5,14.77,17.06,-0.21,0,0,25,0,0,1,1,1.3,0.9,0,2.4,8.0,0
new,6,3,29.3,Like,0,2.51,35,7.03,15.8,-1.89,15,0,0,0,0,6,9,41.2,35.5,0,37.5,8.5,1
veteran,871,3844,97.2,Comment,0,118.73,5,6.94,108.73,1.44,0,0,0,0,0,1,1,6.4,5.0,0,9.2,1.8,0
intermediate,28,46,69.7,Follow,0,2.58,35,5.2,13.94,-2.18,15,0,0,0,0,1,1,4.9,4.0,0,8.5,13.8,0
experienced,331,998,86.0,Follow,0,32.5,5,5.66,30.58,0.34,0,0,0,0,0,1,1,4.2,2.5,0,7.1,1.5,0
experienced,153,746,73.1,Follow,1,32.31,5,12.87,13.31,1.48,0,0,25,1,0,1,1,0.7,5.2,0,0,16.4,0
experienced,106,331,79.8,Like,0,22.77,5,1.23,24.24,-1.19,0,35,0,0,1,1,1,5.4,5.2,0,7.2,22.4,0
experienced,167,953,55.4,Comment,0,52.49,5,19.66,43.86,0.44,0,0,0,0,0,2,6,9.1,25.3,0,18.7,0,0
experienced,314,228,52.6,Subscribe,0,4.83,35,6.63,58.28,-8.07,35,0,0,0,0,1,1,6.3,7.1,0,3.6,11.5,0
new,3,4,59.3,Like,0,9.66,5,18.56,26.31,-0.9,0,0,0,0,0,1,1,1.7,7.4,0,3.0,0,0
new,5,1,63.4,Subscribe,0,53.84,5,21.04,30.5,1.11,0,0,0,0,0,1,2,0.1,4.3,0,0.1,0,0
veteran,663,3625,82.2,Like,0,9.79,5,8.36,25.16,-1.84,0,0,0,0,0,1,3,3.8,14.8,0,4.0,0.8,0
veteran,420,1457,70.8,Comment,0,36.16,35,8.09,108.48,-8.93,35,0,0,0,0,1,14,2.3,58.9,0,20.3,12.8,0
experienced,331,335,71.8,Follow,0,27.29,5,4.62,27.5,-0.05,0,0,0,0,0,1,1,5.9,2.9,0,2.8,3.3,0
experienced,93,895,67.1,Like,0,20.71,5,5.49,16.82,0.71,0,0,0,0,0,1,1,3.9,5.6,70,2.6,9.8,1
intermediate,59,67,72.3,Subscribe,0,32.01,5,5.21,26.19,1.12,0,0,0,0,0,2,10,9.8,36.4,0,22.7,1.9,0
experienced,139,173,75.8,Like,0,19.73,5,4.63,24.7,-1.07,0,0,0,0,0,1,2,5.8,10.3,0,4.8,2.1,0
experienced,194,172,85.5,Like,0,10.0,5,16.02,10.25,-0.02,0,0,0,0,0,2,1,8.0,4.4,0,9.0,0,0
experienced,161,435,57.1,Comment,0,79.12,5,19.0,100.86,-1.14,0,0,0,0,0,1,2,3.0,7.4,0,6.1,4.0,0
experienced,344,274,56.5,Follow,0,28.09,5,12.85,19.54,0.67,0,0,0,0,0,2,1,12.5,5.4,0,8.5,1.9,0
veteran,633,1459,69.4,Follow,0,5.2,35,5.18,24.88,-3.8,35,0,0,0,0,1,1,6.8,5.3,0,10.3,16.8,0
veteran,738,2471,89.9,Like,0,16.4,5,13.85,22.21,-0.42,0,0,0,0,0,1,2,1.6,6.4,0,5.5,1.0,0
experienced,127,211,73.7,Like,0,9.73,5,9.77,8.93,0.08,0,0,0,0,0,2,1,11.6,0.4,0,3.9,0.5,0
experienced,233,618,88.2,Subscribe,0,59.46,5,16.81,61.47,-0.12,0,0,0,0,0,1,1,5.1,1.5,0,6.7,1.6,0
veteran,851,1243,94.7,Subscribe,0,34.7,5,1.59,33.7,0.63,0,35,0,0,1,1,1,3.7,2.8,0,6.4,18.5,0
experienced,186,224,59.9,Like,0,24.92,35,4.12,8.3,4.04,35,0,0,0,0,1,1,2.6,5.0,0,0.0,14.3,0
experienced,192,535,71.3,Follow,0,29.03,5,11.88,38.07,-0.76,0,0,0,0,0,4,1,21.7,6.3,0,15.9,1.7,0
new,5,2,38.1,Subscribe,0,20.69,15,19.88,63.81,-2.17,15,0,0,0,0,1,1,2.5,5.2,0,3.5,4.2,0
veteran,394,3736,70.7,Like,0,11.95,5,15.73,10.84,0.07,0,0,0,0,0,3,4,19.6,13.1,0,20.6,1.1,0
experienced,272,305,62.7,Subscribe,0,33.27,35,11.67,71.08,-3.24,35,0,0,0,0,1,2,6.6,5.7,0,2.6,16.4,1
intermediate,44,17,29.2,Comment,0,71.61,35,5.24,110.77,-7.47,35,0,0,0,0,1,1,6.7,2.7,70,7.3,22.7,1
intermediate,78,15,80.9,Like,0,16.26,5,21.06,7.37,0.42,0,0,0,0,0,1,1,2.9,6.5,0,4.8,3.6,0
intermediate,33,18,62.1,Follow,0,27.93,5,12.08,33.74,-0.48,0,0,0,0,0,1,1,1.9,3.8,0,0,0,0
new,9,5,62.0,Follow,0,20.85,5,20.04,20.09,0.04,0,0,0,0,0,2,1,11.5,1.0,0,10.3,3.7,0
experienced,102,948,58.5,Subscribe,0,20.5,15,16.63,55.2,-2.09,15,0,0,0,0,2,1,11.2,6.4,0,13.3,8.2,0
experienced,258,801,63.3,Subscribe,0,44.24,5,16.55,71.33,-1.64,0,0,0,0,0,1,11,1.8,48.0,0,14.3,0,0
new,14,2,59.6,Like,0,3.75,15,11.56,20.72,-1.47,15,0,0,0,0,1,1,1.2,0.9,0,0.3,4.9,0
veteran,390,1294,64.0,Like,0,13.15,5,15.3,12.43,0.05,0,0,0,0,0,3,1,18.4,0.4,0,13.1,0,0
experienced,356,344,35.7,Comment,1,59.97,35,4.72,36.43,4.98,35,0,25,1,0,1,2,1.8,6.9,0,4.6,28.9,1
new,4,4,48.6,Like,0,2.56,35,9.08,10.08,-0.83,15,0,0,0,0,1,1,0.6,1.5,0,0,10.0,0
intermediate,28,55,18.8,Like,1,2.98,15,10.71,21.03,-1.68,15,0,35,0,0,4,9,25.0,36.8,0,27.6,13.0,1
experienced,338,958,76.9,Subscribe,0,4.51,35,10.97,56.61,-4.75,35,0,0,0,0,1,2,4.4,9.5,0,9.3,11.9,0
experienced,174,451,59.5,Comment,0,56.59,5,11.44,69.26,-1.11,0,0,0,0,0,5,1,32.2,2.3,0,23.8,1.9,0
intermediate,84,35,45.2,Subscribe,0,23.96,35,5.21,65.87,-8.04,35,0,0,0,0,1,1,3.1,1.0,0,5.9,12.7,0
veteran,834,4065,75.7,Follow,0,31.76,5,5.66,37.92,-1.09,0,0,0,0,0,3,8,20.8,35.3,0,26.5,3.6,0
new,13,4,50.7,Subscribe,0,55.8,5,19.88,39.68,0.81,0,0,0,0,0,1,2,3.9,10.7,0,6.3,2.1,0
experienced,335,509,71.4,Comment,0,52.49,35,12.46,117.3,-5.2,35,0,0,0,0,1,1,1.9,1.2,0,0,14.2,1
experienced,313,907,69.8,Comment,0,99.05,5,21.11,74.22,1.18,0,0,0,0,0,1,1,0.8,1.5,0,0,0,0
intermediate,70,80,52.4,Follow,0,30.25,5,4.28,36.52,-1.46,0,0,0,0,0,6,2,38.1,8.6,0,24.0,2.2,0
experienced,246,957,69.2,Comment,0,112.92,5,21.39,76.26,1.71,0,0,0,0,0,2,1,9.5,3.6,0,10.2,0,0
new,11,0,13.7,Like,1,1.73,35,8.61,26.74,-2.91,15,0,35,1,0,13,17,70,60,0,69.5,26.8,1
veteran,641,2463,32.0,Subscribe,1,6.79,35,16.04,36.02,-1.82,15,0,35,1,0,15,14,70,53.9,70,63.1,34.8,1
veteran,847,1536,78.2,Comment,0,11.9,35,17.94,102.53,-5.05,35,0,0,0,0,1,1,6.2,4.0,0,9.0,16.9,0
veteran,389,1962,73.3,Comment,0,37.64,15,14.98,74.08,-2.43,15,0,0,0,0,1,2,3.0,11.0,70,3.9,17.1,0
experienced,114,138,43.1,Follow,1,2.29,35,11.17,27.51,-2.26,15,0,35,1,0,8,7,52.3,31.0,70,44.6,33.9,1
experienced,102,956,84.6,Comment,0,86.63,5,7.12,78.81,1.1,0,0,0,0,0,1,1,4.2,2.8,0,4.6,1.1,0
experienced,101,617,54.0,Comment,0,61.17,5,19.3,53.18,0.41,0,0,0,0,0,1,1,1.5,6.2,0,1.5,4.2,0
experienced,141,646,45.4,Subscribe,0,48.74,5,16.11,55.27,-0.41,0,0,0,0,0,3,13,14.8,53.2,0,25.6,0.8,0
experienced,327,694,87.3,Like,0,18.03,5,20.47,12.54,0.27,0,0,0,0,0,1,1,1.0,6.5,0,5.5,3.7,0
new,6,5,35.2,Comment,0,10.53,35,6.78,89.76,-11.69,35,0,0,0,0,7,17,43.3,60,0,50.9,17.0,0
experienced,333,817,67.6,Subscribe,0,54.24,5,0.42,55.01,-1.84,0,35,0,0,1,1,2,6.1,7.8,0,3.8,23.2,0
intermediate,20,48,37.0,Comment,1,86.54,35,11.98,47.37,3.27,35,0,35,1,0,1,2,4.4,9.4,0,7.8,30.3,1
veteran,640,4526,87.6,Follow,0,6.44,15,19.39,33.0,-1.37,15,0,0,0,0,1,1,3.4,4.0,0,3.9,3.5,0
experienced,286,402,49.5,Follow,0,3.32,35,5.81,31.56,-4.86,35,0,0,0,0,1,1,0.4,0.1,0,0,16.4,0
intermediate,50,37,70.1,Like,0,23.74,15,5.01,12.24,2.29,15,0,0,0,0,1,1,6.5,2.3,0,4.2,4.9,1
veteran,447,1125,97.5,Follow,0,20.5,5,13.2,30.72,-0.77,0,0,0,0,0,1,1,6.1,6.5,0,6.1,2.6,0
experienced,188,175,45.5,Comment,1,5.64,35,11.47,76.83,-6.21,35,15,35,1,1,10,7,63.0,31.5,0,53.7,43.9,1
intermediate,52,78,48.3,Like,0,24.65,5,18.89,10.38,0.76,0,0,0,0,0,1,1,6.1,7.6,0,8.0,4.1,0
experienced,309,493,48.9,Comment,0,42.23,35,9.64,123.51,-8.44,35,0,0,0,0,2,1,10.8,0.3,0,5.3,11.4,0
veteran,713,1216,71.5,Like,0,9.19,5,8.36,13.61,-0.53,0,0,0,0,0,1,3,4.3,15.3,0,11.8,3.2,0
veteran,646,4264,91.8,Follow,0,4.71,15,21.94,31.76,-1.23,15,0,0,0,0,1,2,1.8,8.0,0,7.1,4.9,0
intermediate,66,39,72.4,Follow,0,27.25,5,19.78,21.51,0.29,0,0,0,0,0,1,1,0.8,5.8,0,2.5,0,0
experienced,140,472,45.9,Like,0,9.29,35,4.38,26.78,-3.99,35,0,0,0,0,1,2,2.3,11.3,0,1.8,14.0,0
veteran,634,2110,76.1,Subscribe,0,64.26,35,9.38,22.89,4.41,35,0,0,0,0,1,1,6.5,6.1,70,8.3,24.7,1
new,1,2,62.5,Like,0,3.31,15,16.04,11.81,-0.53,15,0,0,0,0,2,2,9.9,6.0,0,9.5,3.3,0
experienced,93,536,88.9,Like,0,19.11,5,5.41,20.59,-0.27,0,0,0,0,0,1,1,6.3,1.8,0,3.6,2.3,0
experienced,144,780,50.6,Comment,0,101.59,15,19.58,56.78,2.29,15,0,0,0,0,1,4,5.6,15.5,0,5.7,5.7,0
