seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,final_behavior_risk_score,fraud_label
intermediate,46,114,42.8,Comment,0,31.9,5,4.41,29.57,-1.23,15,15,0,0,1,3,6,31.8,25.2,0,26.3,35.8,1
veteran,473,1706,91.7,Follow,0,26.2,5,26.15,25.42,-0.34,0,0,0,0,0,1,3,2.7,4.1,0,0.0,0.0,0
veteran,477,1720,98.4,Follow,0,35.2,5,17.9,32.53,0.52,0,0,0,0,0,1,3,0.8,4.6,0,0.0,1.6,0
veteran,661,1576,92.1,Comment,0,41.7,5,20.29,39.79,-0.73,0,0,0,0,0,1,3,0.0,5.3,0,0.0,1.6,0
experienced,338,213,74.8,Subscribe,0,30.1,5,10.81,26.18,0.53,0,0,0,0,0,1,9,0.0,25.2,0,8.3,0.0,0
new,15,17,55.4,Like,0,25.6,0,10.26,25.63,1.34,0,0,0,0,0,1,1,0.7,3.1,0,4.7,2.3,0
experienced,331,338,60.8,Comment,0,19.6,20,4.69,19.3,-1.78,15,15,0,0,1,6,8,49.4,26.8,0,34.1,31.1,1
new,12,729,14.7,Like,1,2.7,35,0.58,2.99,-1.97,15,35,15,1,1,11,12,85.2,43.9,0,53.0,61.0,1
intermediate,103,288,66.9,Like,0,17.0,5,8.48,19.32,0.52,0,0,0,0,0,1,1,0.7,4.4,0,0.6,0.0,0
intermediate,32,61,47.7,Follow,0,22.3,5,4.78,22.09,-0.55,0,15,0,0,0,1,3,2.0,21.8,0,9.1,16.8,0
intermediate,114,169,62.7,Subscribe,0,25.8,5,17.5,25.82,0.59,0,0,0,0,0,1,1,0.0,10.0,0,0.0,4.5,0
experienced,322,196,57.5,Follow,0,25.4,5,12.49,27.95,0.59,0,0,0,0,0,1,3,0.1,35.6,0,11.8,0.0,0
intermediate,30,237,22.4,Like,1,6.3,20,2.38,5.97,-1.86,15,15,15,1,1,8,1,95.3,11.9,0,53.4,46.8,1
intermediate,70,233,39.1,Like,1,16.3,5,16.39,17.27,0.35,0,0,0,0,0,4,1,17.3,4.8,0,10.2,0.0,1
intermediate,95,293,56.1,Follow,0,23.1,5,18.38,24.21,-0.62,0,0,0,0,0,1,1,0.0,6.0,0,0.1,3.5,0
veteran,713,2030,90.9,Like,0,14.5,5,19.52,12.61,-0.59,0,0,0,0,0,1,2,3.2,0.8,0,1.9,0.6,0
veteran,537,3064,92.9,Follow,0,33.8,5,29.42,31.76,0.75,0,0,0,0,0,1,3,4.1,2.8,0,3.4,0.0,0
veteran,718,3325,89.5,Like,0,20.6,5,14.33,19.05,0.59,0,0,0,0,0,1,2,0.0,1.4,0,0.0,1.7,0
new,19,81,33.6,Follow,1,5.7,20,1.88,5.23,-1.76,15,35,15,1,1,11,3,97.6,7.0,70,53.2,62.8,1
veteran,375,327,80.0,Follow,0,13.9,5,3.03,12.9,-1.4,15,15,0,0,1,3,5,25.7,30.3,0,22.9,34.9,1
new,16,516,11.6,Like,0,3.6,20,1.36,3.48,-1.75,15,35,15,1,1,4,12,74.3,47.4,0,56.6,63.9,1
veteran,388,3327,89.6,Follow,0,26.8,5,24.72,23.67,0.05,0,0,0,0,0,1,3,0.0,9.5,0,3.2,0.0,0
intermediate,30,287,38.7,Like,1,3.6,20,4.02,4.14,-1.93,15,15,15,1,1,9,2,88.9,15.5,0,52.6,49.2,1
veteran,598,4287,92.6,Comment,0,47.3,5,18.54,43.41,-0.55,0,0,0,0,0,1,3,0.2,1.9,0,2.7,5.1,0
intermediate,169,407,50.6,Comment,1,36.5,5,12.06,40.05,-0.83,0,0,0,0,0,3,4,15.4,12.3,0,9.3,0.0,1
experienced,259,322,77.0,Comment,1,41.1,5,2.84,45.76,-0.44,0,15,0,0,0,3,6,30.9,18.8,0,23.4,16.2,1
intermediate,94,326,20.9,Like,1,12.0,5,11.52,11.39,-0.97,0,0,0,0,0,4,5,27.1,8.4,0,18.4,0.3,1
new,9,9,56.0,Comment,0,73.7,5,10.11,67.38,0.51,0,0,0,0,0,1,2,0.8,5.0,0,0.0,4.3,0
intermediate,61,32,51.6,Subscribe,0,20.0,5,4.57,21.02,-0.23,0,15,0,0,0,4,5,14.3,18.9,0,9.2,21.0,0
new,13,108,25.8,Like,1,1.2,35,0.74,1.16,-2.14,35,35,35,1,1,8,5,69.7,21.7,0,36.3,101.3,1
new,27,14,49.7,Follow,0,38.1,5,14.85,35.57,0.98,0,0,0,0,0,1,2,0.0,1.6,0,1.8,2.3,0
intermediate,168,92,42.3,Like,1,9.9,5,18.06,10.37,-0.71,0,0,0,0,0,1,2,20.7,8.3,0,6.7,0.0,1
experienced,298,92,70.1,Like,0,27.6,0,18.49,28.77,1.7,0,0,0,0,0,1,4,2.6,24.1,0,6.9,4.4,0
intermediate,133,345,83.9,Follow,0,28.1,5,21.46,28.88,0.24,0,0,0,0,0,1,4,4.3,15.4,0,2.0,4.6,0
new,17,377,12.7,Like,1,2.6,35,0.12,2.6,-2.08,35,35,15,1,1,13,6,91.7,44.9,70,60.1,88.8,1
experienced,234,1120,76.9,Like,0,10.9,5,3.69,9.81,-0.62,0,15,0,0,0,3,5,42.4,16.4,0,25.3,10.8,1
veteran,687,4337,98.7,Like,0,20.7,5,19.74,19.4,0.3,0,0,0,0,0,1,1,0.3,2.7,0,2.2,3.2,0
intermediate,179,937,75.1,Like,0,7.7,20,8.31,7.8,-1.35,15,0,15,1,1,5,7,50.5,23.5,0,29.8,26.6,1
intermediate,79,135,43.1,Follow,0,21.5,5,14.37,19.64,-0.62,0,0,0,0,0,1,5,24.6,8.8,0,12.8,3.7,0
intermediate,52,138,50.4,Comment,1,33.3,5,13.94,28.8,-1.38,15,0,0,0,0,2,2,20.6,3.1,0,8.4,21.7,1
new,26,222,15.7,Comment,0,19.0,20,0.8,17.53,-1.78,15,35,0,0,1,8,4,96.3,7.2,0,45.9,54.8,1
new,14,564,28.2,Like,1,1.3,35,2.59,1.42,-2.35,35,15,35,1,1,15,10,86.9,21.5,0,48.7,85.3,1
veteran,442,4172,92.5,Comment,0,62.7,5,14.78,55.61,-0.04,0,0,0,0,0,1,2,0.0,3.2,0,0.0,0.0,0
new,19,201,17.1,Subscribe,0,11.6,20,0.64,12.17,-1.15,15,35,0,0,1,8,1,81.7,12.4,0,43.1,49.3,1
veteran,676,3596,89.6,Subscribe,0,21.0,5,14.12,18.1,-0.94,0,0,0,0,0,1,1,0.0,0.7,0,0.0,0.1,0
veteran,710,2637,94.6,Like,0,18.5,5,27.72,17.32,-0.02,0,0,0,0,0,1,2,0.0,6.8,0,5.6,0.0,0
veteran,381,268,67.8,Follow,0,25.9,5,19.41,27.66,-0.02,0,0,0,0,0,1,8,4.6,39.8,0,8.1,0.0,0
new,8,148,22.3,Like,1,13.4,5,5.2,11.99,-0.57,0,0,0,0,0,1,1,19.0,1.8,0,5.0,0.0,1
intermediate,39,141,43.9,Comment,1,46.2,5,7.57,46.68,-0.14,0,0,0,0,0,4,4,0.0,15.6,0,2.4,4.7,0
new,9,19,44.5,Comment,0,72.1,5,10.59,61.7,0.24,0,0,0,0,0,1,2,1.9,1.7,0,0.0,3.5,0
veteran,719,2833,86.7,Comment,0,69.4,5,28.9,67.58,0.6,0,0,0,0,0,1,3,0.0,7.4,0,3.4,6.1,0
intermediate,66,298,67.0,Like,0,15.1,5,14.09,13.66,-0.41,0,0,0,0,0,1,1,0.0,8.5,0,3.0,2.2,0
new,1,70,7.1,Subscribe,1,2.8,35,1.92,2.52,-2.13,35,35,35,1,1,9,12,63.6,37.4,0,42.2,102.1,1
intermediate,36,83,57.0,Like,0,17.0,5,15.34,18.9,0.75,0,0,0,0,0,4,6,27.1,7.1,0,14.4,0.0,0
intermediate,174,312,75.6,Subscribe,0,20.8,5,16.26,18.71,-0.43,0,0,0,0,0,1,2,5.4,1.2,0,1.3,0.0,0
veteran,601,2525,97.9,Follow,1,30.3,5,24.73,30.52,0.34,0,0,0,0,0,1,1,1.5,10.0,0,3.1,0.0,0
intermediate,68,127,58.7,Follow,0,12.9,5,13.27,13.19,-1.21,15,0,0,0,0,4,4,34.3,22.3,0,24.1,4.5,1
intermediate,133,335,78.1,Like,0,13.4,5,10.13,12.31,-0.61,0,0,0,0,0,1,1,0.0,4.2,0,6.9,1.4,0
veteran,376,1949,84.0,Follow,0,22.6,5,17.61,22.79,-0.3,0,0,0,0,0,1,1,7.6,6.8,0,3.5,0.0,0
experienced,188,135,53.8,Comment,1,43.5,5,16.91,44.15,-0.42,0,0,0,0,0,1,4,31.5,11.3,0,25.2,0.0,1
veteran,404,2749,87.9,Like,0,12.7,5,24.49,13.35,-0.43,0,0,0,0,0,1,2,0.0,3.5,0,5.3,4.1,0
new,6,264,12.2,Follow,1,1.9,35,0.35,1.62,-2.33,35,35,35,1,1,15,6,75.4,37.8,0,47.3,99.2,1
new,12,159,23.7,Like,0,0.9,35,1.14,0.93,-2.67,35,35,35,1,1,7,11,58.2,35.0,0,43.9,105.0,1
veteran,377,196,61.5,Like,0,24.5,5,17.61,27.34,2.03,0,0,0,0,0,1,5,0.0,21.4,0,8.0,7.1,0
intermediate,46,101,60.1,Comment,1,58.8,5,6.06,53.14,0.08,0,0,0,0,0,4,5,21.6,9.7,0,13.6,2.1,1
intermediate,163,201,72.6,Like,0,15.7,5,14.37,16.33,-0.07,0,0,0,0,0,1,3,0.0,7.3,0,0.0,0.0,0
experienced,256,427,76.5,Subscribe,0,25.0,5,25.94,25.05,0.27,0,0,0,0,0,1,8,0.0,17.8,0,4.4,0.1,0
veteran,553,3681,85.3,Comment,0,60.7,5,11.31,55.73,0.29,0,0,0,0,0,1,1,0.0,1.1,0,0.0,3.4,0
new,4,532,30.6,Like,1,1.5,35,2.66,1.64,-2.12,35,15,35,1,1,12,5,63.7,32.4,0,41.6,86.0,1
intermediate,74,157,64.1,Follow,0,29.2,5,23.4,28.88,0.07,0,0,0,0,0,1,3,4.1,13.4,0,6.3,5.0,0
new,12,383,21.0,Follow,1,6.4,20,1.36,5.46,-1.96,15,35,15,1,1,12,4,85.1,43.0,70,54.5,69.3,1
new,1,638,24.8,Like,1,2.2,35,2.65,2.14,-2.29,35,15,15,1,1,13,5,81.3,51.2,0,63.5,66.2,1
veteran,637,4012,85.8,Follow,0,23.7,5,24.62,21.26,-0.02,0,0,0,0,0,1,2,0.0,3.3,0,3.5,0.0,0
new,5,752,14.3,Like,1,2.2,35,1.2,1.94,-2.27,35,35,15,1,1,9,11,100.0,24.6,70,60.5,92.9,1
new,25,53,46.4,Subscribe,0,17.4,5,6.51,18.08,-0.27,0,0,0,0,0,2,3,23.8,6.1,0,16.2,3.0,0
new,9,27,53.5,Follow,0,36.4,5,14.2,39.26,1.29,0,0,0,0,0,1,2,2.7,4.3,0,2.4,0.0,0
experienced,321,141,65.8,Comment,0,75.0,5,9.02,72.04,0.86,0,0,0,0,0,1,9,2.1,30.3,0,10.9,0.0,0
intermediate,115,180,63.7,Follow,0,26.4,5,10.28,24.18,-0.39,0,0,0,0,0,1,1,0.0,4.4,0,0.0,5.2,0
veteran,624,3747,90.1,Subscribe,0,28.4,5,29.87,27.72,0.41,0,0,0,0,0,1,2,0.0,8.3,0,3.1,6.2,0
new,19,140,34.1,Follow,0,4.5,35,1.32,4.79,-2.42,35,35,15,1,1,15,4,92.8,9.1,0,51.9,84.7,1
new,15,428,16.5,Follow,0,7.0,20,2.34,7.1,-1.86,15,15,15,1,1,13,11,73.6,45.3,0,51.3,51.4,1
intermediate,75,110,51.4,Subscribe,0,13.4,5,13.93,13.08,-1.09,15,0,0,0,0,1,6,23.8,29.5,0,19.1,11.1,1
intermediate,76,270,73.0,Follow,0,28.1,5,19.47,25.29,-0.27,0,0,0,0,0,1,3,0.0,8.2,0,7.2,0.9,0
new,27,21,48.1,Like,0,19.1,5,4.53,18.68,0.51,0,15,0,0,0,1,2,4.0,1.4,0,4.5,14.0,0
veteran,600,2891,93.3,Comment,0,66.6,5,21.11,58.09,0.7,0,0,0,0,0,1,3,0.0,3.9,0,1.9,1.1,0
new,8,9,44.2,Follow,0,38.7,5,19.01,43.37,1.47,0,0,0,0,0,1,1,0.5,0.0,0,0.0,0.0,0
intermediate,79,230,74.4,Follow,0,32.7,5,14.71,36.55,0.94,0,0,0,0,0,1,3,0.0,2.3,0,2.8,4.0,0
new,20,117,20.2,Follow,1,3.5,35,3.25,3.14,-2.31,35,15,35,1,1,11,3,84.3,15.1,0,49.2,89.6,1
intermediate,178,389,56.7,Comment,0,59.4,5,21.17,53.24,-0.13,0,0,0,0,0,1,1,0.1,10.4,0,3.1,1.0,0
new,2,116,14.9,Follow,1,1.8,35,1.55,1.95,-2.2,35,35,35,1,1,13,10,64.7,28.0,0,42.6,105.0,1
new,9,687,9.5,Follow,1,3.4,35,0.26,2.93,-2.35,35,35,35,1,1,6,10,69.8,50.3,0,51.6,102.0,1
new,1,18,44.4,Comment,0,94.2,0,15.21,96.98,1.84,0,0,0,0,0,1,1,0.0,4.1,0,3.0,0.0,0
intermediate,46,77,48.9,Comment,0,28.4,5,13.37,25.56,-1.47,15,0,0,0,0,1,5,32.5,25.1,0,22.1,15.4,1
new,29,23,42.3,Follow,0,23.0,5,16.68,25.15,-0.08,0,0,0,0,0,1,1,4.0,6.5,0,0.0,0.0,0
new,3,12,57.3,Comment,0,52.6,5,17.45,47.51,-0.14,0,0,0,0,0,1,2,3.2,1.3,0,8.9,1.8,0
intermediate,163,310,71.6,Follow,0,29.9,5,13.37,33.98,0.75,0,0,0,0,0,1,3,3.1,0.8,0,0.0,0.0,0
new,4,620,8.8,Comment,1,5.7,35,2.36,5.67,-2.07,35,15,15,1,1,8,7,75.1,41.8,0,47.8,65.3,1
intermediate,163,242,75.3,Like,0,15.2,5,14.0,13.91,-0.32,0,0,0,0,0,1,4,0.0,7.7,0,0.0,0.4,0
intermediate,77,93,53.0,Follow,1,23.6,5,8.96,25.28,0.19,0,0,0,0,0,2,2,38.3,19.9,0,25.1,0.0,1
intermediate,117,22,36.3,Like,1,11.7,5,10.28,10.56,-0.54,0,0,0,0,0,3,2,35.6,8.0,0,14.4,6.2,1
new,17,276,10.4,Like,1,2.1,35,2.8,2.39,-2.16,35,15,15,1,1,8,4,86.1,45.7,0,59.6,65.9,1
intermediate,113,201,57.4,Like,1,16.9,5,18.34,16.48,0.05,0,0,0,0,0,2,6,26.8,9.5,0,13.3,0.0,1
intermediate,132,316,41.3,Like,1,11.9,5,4.46,12.84,-0.58,0,15,0,0,0,3,5,18.7,0.8,0,8.5,11.8,1
intermediate,80,232,61.4,Comment,0,86.7,5,19.86,94.53,1.75,0,0,0,0,0,1,1,0.0,7.7,0,0.0,1.8,0
intermediate,56,47,51.8,Follow,0,16.7,5,13.28,19.05,-0.87,0,0,0,0,0,1,3,24.0,11.1,0,19.4,3.2,0
intermediate,144,289,28.6,Like,1,17.9,5,14.24,17.73,0.21,0,0,0,0,0,3,3,35.8,14.9,0,17.9,0.0,1
new,10,634,17.2,Like,1,2.7,35,1.2,2.97,-1.98,15,35,15,1,1,14,4,82.2,41.6,0,53.8,67.4,1
intermediate,45,117,57.4,Follow,1,25.2,5,12.06,25.67,-0.05,0,0,0,0,0,4,3,5.7,26.8,0,9.1,0.6,1
experienced,351,515,69.4,Subscribe,0,33.9,5,8.3,29.6,0.48,0,0,0,0,0,1,3,0.0,31.8,0,14.8,0.0,0
experienced,280,536,75.6,Like,0,9.1,5,0.43,9.9,-0.84,0,35,0,0,1,8,5,24.4,29.7,0,16.8,35.6,1
new,9,312,21.1,Like,1,1.5,35,1.8,1.42,-2.14,35,35,35,1,1,13,7,84.6,39.8,0,60.1,96.9,1
intermediate,168,279,62.2,Follow,1,25.4,5,21.03,27.3,0.13,0,0,0,0,0,1,2,0.0,12.3,0,5.3,0.0,0
experienced,249,1013,66.9,Like,0,8.2,5,4.4,8.3,-1.2,15,15,0,0,1,8,4,29.7,22.5,0,20.3,26.4,1
new,3,714,31.0,Follow,1,6.5,20,3.76,6.64,-2.03,35,15,15,1,1,4,12,79.1,25.7,0,47.4,60.3,1
experienced,298,667,76.5,Like,0,10.0,5,2.3,8.64,-0.99,0,15,0,0,0,6,6,24.2,35.3,0,17.2,15.0,1
intermediate,78,177,41.8,Like,1,13.2,5,9.53,11.79,-0.64,0,0,0,0,0,4,3,9.4,2.7,0,8.4,0.0,1
new,24,23,44.0,Follow,0,30.2,5,17.05,26.03,-0.08,0,0,0,0,0,1,1,0.0,3.6,0,0.2,0.0,0
intermediate,76,167,43.3,Comment,1,25.3,5,3.11,28.43,-1.25,15,15,0,0,1,3,5,16.7,0.0,0,6.9,22.8,1
intermediate,166,127,65.5,Follow,0,21.2,5,17.74,22.59,-0.52,0,0,0,0,0,1,4,0.0,11.5,0,6.0,0.0,0
intermediate,78,62,55.3,Follow,0,11.3,20,3.12,12.36,-1.61,15,15,15,1,1,3,2,19.6,8.1,0,13.5,46.6,1
intermediate,174,228,48.3,Follow,1,11.0,20,9.67,9.96,-1.65,15,0,15,1,1,5,6,28.3,24.5,0,20.0,34.1,1
new,17,2,48.3,Comment,0,47.0,5,19.09,48.33,-0.1,0,0,0,0,0,1,2,2.2,3.4,0,0.6,5.6,0
intermediate,64,156,55.7,Follow,0,31.1,5,21.04,30.15,0.37,0,0,0,0,0,1,4,0.0,5.9,0,0.2,0.0,0
intermediate,145,119,59.6,Subscribe,0,38.3,0,11.98,43.61,2.44,0,0,0,0,0,1,1,0.4,7.1,0,0.0,0.0,0
experienced,302,683,73.0,Like,1,6.6,20,6.84,6.98,-1.66,15,0,15,1,1,5,10,35.2,20.7,0,23.9,28.3,1
intermediate,128,305,79.8,Follow,1,23.7,5,8.18,22.47,-0.44,0,0,0,0,0,1,4,0.0,11.0,0,3.8,0.0,0
experienced,356,737,74.6,Like,1,9.1,5,3.61,8.36,-1.35,15,15,0,0,1,6,4,23.1,34.9,0,22.4,28.2,1
intermediate,126,240,76.1,Follow,0,39.2,5,10.75,43.49,1.97,0,0,0,0,0,1,6,0.0,43.7,0,13.3,6.2,0
intermediate,117,74,60.1,Like,0,16.0,5,22.97,18.21,0.46,0,0,0,0,0,1,2,0.7,6.8,0,7.8,0.0,0
new,17,8,46.8,Comment,0,92.7,0,14.8,104.3,1.88,0,0,0,0,0,1,2,0.0,5.6,0,5.8,0.0,0
intermediate,55,30,45.5,Follow,0,26.6,5,14.11,28.97,0.01,0,0,0,0,0,4,6,29.7,27.8,0,22.8,0.0,1
veteran,508,1946,97.2,Comment,0,49.6,5,23.15,55.43,0.19,0,0,0,0,0,1,3,0.0,0.0,0,6.3,0.0,0
new,23,53,42.8,Like,0,11.3,5,3.89,12.56,-0.74,0,15,0,0,0,1,5,17.6,23.6,0,16.0,15.6,0
veteran,556,2050,93.7,Comment,0,63.9,5,12.74,68.59,0.73,0,0,0,0,0,1,1,0.0,1.3,0,0.0,4.7,0
intermediate,33,72,43.3,Comment,0,32.8,5,12.55,30.42,-0.96,0,0,0,0,0,2,2,36.8,22.0,0,25.3,0.0,1
intermediate,178,371,33.5,Like,1,9.5,5,13.61,10.56,-1.08,15,0,0,0,0,1,1,25.7,6.6,0,18.4,12.9,1
intermediate,32,44,56.1,Comment,0,47.1,5,10.71,49.77,-0.52,0,0,0,0,0,4,3,30.5,22.3,0,25.6,5.6,1
intermediate,79,136,61.7,Follow,0,25.2,5,9.03,27.49,0.52,0,0,0,0,0,2,4,25.2,7.5,0,12.7,0.0,0
intermediate,152,352,68.7,Follow,0,28.7,5,21.71,27.9,0.23,0,0,0,0,0,1,4,0.0,11.7,0,8.6,0.0,0
new,11,185,16.1,Like,0,4.9,20,3.03,5.54,-1.81,15,15,15,1,1,15,8,84.0,40.0,0,57.6,42.5,1
veteran,390,856,66.3,Like,1,8.8,5,4.84,8.2,-1.15,15,15,0,0,1,8,4,40.1,35.3,0,26.2,26.4,1
intermediate,96,330,55.4,Like,0,17.3,5,15.38,19.74,0.7,0,0,0,0,0,1,3,0.4,9.7,0,6.0,2.0,0
intermediate,97,87,36.7,Follow,1,16.2,5,5.08,17.12,-1.22,15,0,0,0,0,3,2,36.5,18.9,0,18.7,21.6,1
intermediate,75,52,58.3,Follow,0,10.7,20,7.47,11.25,-1.47,15,0,15,1,1,4,3,29.3,15.4,0,20.9,36.7,1
new,11,730,33.2,Like,0,3.5,20,1.03,3.54,-1.8,15,35,15,1,1,6,11,62.2,22.2,0,35.7,64.6,1
new,16,343,17.7,Comment,1,7.3,35,1.64,7.85,-2.19,35,35,15,1,1,4,9,66.5,31.7,0,41.5,87.6,1
veteran,599,3511,83.6,Like,0,18.1,5,22.52,20.18,0.63,0,0,0,0,0,1,2,0.4,4.4,0,3.7,1.0,0
new,18,440,30.5,Like,1,2.1,35,0.1,2.35,-1.97,15,35,15,1,1,8,5,86.4,44.6,0,54.0,61.4,1
new,9,46,24.7,Subscribe,1,6.1,20,3.8,5.55,-2.01,35,15,15,1,1,8,3,96.5,17.4,0,49.3,61.9,1
intermediate,88,77,63.1,Like,0,16.9,5,5.39,16.24,-0.08,0,0,0,0,0,4,4,6.5,26.0,0,11.0,0.0,0
intermediate,68,265,79.3,Comment,0,71.5,5,19.18,75.21,0.89,0,0,0,0,0,1,1,0.0,11.2,0,8.0,1.3,0
intermediate,106,122,57.2,Subscribe,0,19.6,5,13.75,17.51,-0.47,0,0,0,0,0,1,2,1.5,4.0,0,0.0,0.0,0
veteran,589,2997,96.9,Follow,0,20.9,5,26.71,23.8,-0.03,0,0,0,0,0,1,2,0.0,7.4,0,5.5,4.8,0
intermediate,152,872,74.9,Follow,0,17.4,5,6.32,17.38,-0.63,0,0,0,0,0,6,6,19.4,17.5,0,13.0,1.1,1
new,9,64,32.4,Follow,1,1.4,35,4.09,1.51,-2.45,35,15,35,1,1,13,3,89.2,31.4,0,56.4,81.9,1
experienced,200,441,41.1,Like,1,13.3,5,8.15,14.95,-0.01,0,0,0,0,0,5,1,0.0,8.8,0,4.1,0.0,1
experienced,252,742,78.5,Comment,0,42.8,5,2.01,38.02,-0.52,0,15,0,0,0,6,9,44.9,33.6,0,35.0,11.6,1
intermediate,78,90,54.4,Like,0,10.5,5,6.66,9.69,-0.94,0,0,0,0,0,2,4,25.0,14.5,0,17.8,1.5,0
new,12,25,43.0,Like,0,33.8,0,13.45,33.63,2.58,0,0,0,0,0,1,2,0.0,0.1,0,0.0,5.4,0
intermediate,53,119,59.8,Follow,1,19.7,5,5.52,19.39,-0.76,0,0,0,0,0,2,6,26.4,23.0,0,22.1,0.0,1
veteran,403,2262,90.1,Comment,0,59.8,5,28.45,63.08,0.57,0,0,0,0,0,1,1,0.0,7.3,0,4.1,0.0,0
new,5,18,58.9,Like,0,30.8,0,14.83,30.48,2.56,0,0,0,0,0,1,2,0.0,0.9,0,0.0,2.3,0
veteran,644,2932,96.0,Like,0,19.5,5,26.4,20.3,0.53,0,0,0,0,0,1,1,0.0,4.9,0,0.0,0.5,0
intermediate,50,97,45.1,Like,1,8.2,5,3.39,8.74,-0.75,0,15,0,0,0,2,6,28.4,25.0,0,17.8,12.6,1
intermediate,163,416,67.2,Comment,0,22.3,5,4.55,23.32,-1.39,15,15,0,0,1,4,8,36.2,33.1,0,25.9,23.3,1
intermediate,170,1072,74.0,Like,0,5.2,20,0.81,4.56,-1.58,15,35,15,1,1,7,9,48.9,22.0,0,33.9,65.2,1
veteran,688,2023,88.8,Subscribe,0,21.0,5,25.5,21.59,-0.35,0,0,0,0,0,1,1,0.0,3.4,0,0.0,2.1,0
intermediate,79,49,62.1,Subscribe,0,24.4,5,2.98,25.08,0.11,0,15,0,0,0,3,3,32.5,30.9,0,25.0,15.5,1
new,16,495,18.2,Subscribe,1,4.8,35,1.34,4.48,-1.95,15,35,15,1,1,7,4,69.2,33.8,0,41.2,66.6,1
intermediate,99,273,57.5,Follow,0,25.2,5,14.45,25.28,0.06,0,0,0,0,0,1,4,0.0,26.8,0,7.2,8.6,0
intermediate,89,41,62.9,Like,1,13.0,5,15.99,11.55,-0.26,0,0,0,0,0,3,2,17.4,32.7,0,18.3,1.7,1
intermediate,93,35,60.3,Like,1,14.3,5,12.39,15.98,-0.25,0,0,0,0,0,5,2,36.7,0.0,0,24.8,2.2,1
intermediate,112,89,55.9,Comment,0,45.7,5,22.62,47.55,-0.22,0,0,0,0,0,1,3,2.8,0.8,0,9.3,0.0,0
veteran,708,1351,86.3,Like,0,10.9,5,15.95,11.46,-0.69,0,0,0,0,0,1,1,2.4,2.3,0,0.2,0.0,0
intermediate,140,118,70.0,Like,0,19.7,5,13.08,17.33,0.26,0,0,0,0,0,1,4,1.0,26.9,0,6.5,0.6,0
veteran,419,2697,93.3,Comment,0,47.0,5,15.02,40.34,-0.95,0,0,0,0,0,1,3,1.2,8.8,0,1.8,9.5,0
veteran,725,4120,85.1,Comment,0,74.2,5,22.52,77.03,0.99,0,0,0,0,0,1,3,3.1,2.6,0,0.0,0.0,0
veteran,716,4524,82.2,Follow,0,32.7,5,23.11,31.96,0.6,0,0,0,0,0,1,3,3.0,5.0,0,7.5,0.0,0
veteran,527,3186,94.1,Like,0,19.2,5,19.24,21.73,0.67,0,0,0,0,0,1,2,0.9,1.1,0,0.6,0.0,0
intermediate,87,119,73.6,Comment,0,37.2,5,16.84,40.35,-0.65,0,0,0,0,0,1,3,0.0,3.5,0,1.5,0.0,0
intermediate,147,114,72.9,Like,0,28.4,0,18.51,29.09,1.98,0,0,0,0,0,1,2,0.0,10.5,0,3.0,0.4,0
experienced,270,545,70.7,Follow,0,17.1,5,2.04,17.1,-0.88,0,15,0,0,0,6,8,30.0,30.0,0,23.6,22.6,1
experienced,282,262,84.0,Comment,0,74.6,5,12.81,64.69,0.36,0,0,0,0,0,1,8,0.6,25.6,0,9.8,5.9,0
veteran,708,2577,90.1,Comment,0,68.7,5,16.83,77.71,1.02,0,0,0,0,0,1,3,0.0,5.0,0,4.8,0.0,0
experienced,197,18,54.2,Follow,1,26.6,5,14.68,27.47,0.14,0,0,0,0,0,1,3,7.0,8.4,0,4.3,6.8,1
intermediate,146,169,59.4,Follow,0,32.0,5,21.4,30.53,0.29,0,0,0,0,0,1,2,0.0,9.9,0,4.9,0.0,0
intermediate,63,260,20.4,Like,1,17.6,5,10.25,15.37,-0.04,0,0,0,0,0,2,2,38.9,9.1,0,22.6,0.0,1
new,10,643,12.3,Follow,1,4.6,35,1.26,4.85,-1.89,15,35,15,1,1,9,9,95.7,22.9,0,54.3,63.1,1
intermediate,79,102,50.2,Follow,0,25.5,5,11.97,26.43,-0.09,0,0,0,0,0,2,3,21.7,24.4,0,12.6,0.0,1
intermediate,85,420,60.7,Comment,0,51.6,5,13.23,46.6,-0.46,0,0,0,0,0,1,4,2.1,18.1,0,8.7,0.0,0
veteran,568,4855,93.6,Comment,0,77.9,5,24.91,75.19,0.96,0,0,0,0,0,1,1,0.0,1.9,0,5.1,1.1,0
new,5,328,33.3,Comment,1,11.8,20,2.96,12.92,-1.77,15,15,15,1,1,15,8,97.6,26.0,0,51.4,36.2,1
intermediate,78,100,52.5,Comment,1,38.5,5,7.92,42.44,-0.47,0,0,0,0,0,2,2,4.0,25.4,0,7.7,0.0,1
experienced,252,81,72.2,Like,0,27.1,0,9.37,28.18,1.9,0,0,0,0,0,1,6,0.8,29.1,0,7.1,0.0,0
veteran,365,1157,76.5,Subscribe,0,17.6,5,2.76,16.47,-0.68,0,15,0,0,0,7,9,25.3,25.5,0,20.2,17.8,1
